Sentorsa Berkah Bakti Apotik Farma Sejahtera,Jl. Mangga Indah Daerah 48 Kota/Kabupaten BOVEN DIGOEL Provinsi PAPUA,POINT(140.94283242191065 -5.478685244361088),Sarah Harris Smith,141209/20106101/78101103,360118864941,sentorsa-berkah-bakti-apotik-farma-sejahtera,67
Surya Indah Berkah Terang Medika Jaya,Jl. Pisang Kecil Komplek 60 Kota/Kabupaten INDRAGIRI HULU Provinsi RIAU,POINT(102.10639905261064 -0.7994165785526786),Lauren Johnson Jones,978271/41010902/371322,9918910980233,surya-indah-berkah-terang-medika-jaya,467
Jaya Bahagia Apotik Jaya Medika Apotik,Jl. Gunung Pintar Blok 28 Kota/Kabupaten LAMANDAU Provinsi KALIMANTAN TENGAH,POINT(111.71055416936667 -1.957461216880537),Allison Brown Robinson,181286/742628/4310592,6310071278581,jaya-bahagia-apotik-jaya-medika-apotik,191
Cemerlang Tubuh Mutiara Lestari Sejahtera Apotik,Jl. Durian Kecil Wilayah 49 Kota/Kabupaten MUARA ENIM Provinsi SUMATERA SELATAN,POINT(104.1073547141478 -3.548024038522118),David Clark Taylor,186619/173206/1083625,71010863810162,cemerlang-tubuh-mutiara-lestari-sejahtera-apotik,68
Mawar Tenaga Lestari Berkah Farma Sehat,Jl. Ikan Cerah Daerah 16 Kota/Kabupaten MOROWALI UTARA Provinsi SULAWESI TENGAH,POINT(120.88302258610877 -2.2138799400577422),Jason Hill Thompson,9108131/336219/330267,91091710104582,mawar-tenaga-lestari-berkah-farma-sehat,18
Resep Mawar Harmoni Sejahtera Pharm Sejahtera,Jl. Jeruk Cermat Komplek 92 Kota/Kabupaten MALANG Provinsi JAWA TIMUR,POINT(112.66489858418632 -8.220407800123864),Rachel Thomas Johnson,1222104/372766/573243,817810919503,resep-mawar-harmoni-sejahtera-pharm-sejahtera,9
Medical Sehat Resep Indah Sehat Bersama,Jl. Jeruk Sejahtera Wilayah 48 Kota/Kabupaten MURUNG RAYA Provinsi KALIMANTAN TENGAH,POINT(114.73438813854456 0.3213183172520377),Allison Taylor Garcia,355491/122799/506934,889294064167,medical-sehat-resep-indah-sehat-bersama,266
Prima Harmoni Mawar Makmur Pharm Sejahtera,Jl. Kucing Cepat Daerah 77 Kota/Kabupaten BATANGHARI Provinsi JAMBI,POINT(103.1319840465355 -1.836309424236049),Tom Roberts Thomas,534716/440925/863331,6210028905137,prima-harmoni-mawar-makmur-pharm-sejahtera,235
Medical Terang Badan Jaya Apotik Sejahtera,Jl. Gajah Pendek Blok 52 Kota/Kabupaten YALIMO Provinsi PAPUA,POINT(139.6843518085136 -3.604998197955224),Emily Adams Jackson,714737/4431002/830771,8040104010047,medical-terang-badan-jaya-apotik-sejahtera,203
Kimia Sentorsa Berkah Mawar Medik Pharma,Jl. Balai Cermat Komplek 49 Kota/Kabupaten CIANJUR Provinsi JAWA BARAT,POINT(106.9163190098314 -7.388568457016589),John Thomas Brown,940318/9104243/335365,105921011801070,kimia-sentorsa-berkah-mawar-medik-pharma,381
Toko Mawar Murni Nusantara Sejahtera Sehat,Jl. Ikan Sejahtera Cluster 13 Kota/Kabupaten TANAH LAUT Provinsi KALIMANTAN SELATAN,POINT(114.861405382197 -3.93677073622401),David Roberts Martinez,621037/2251012/570332,228531910713,toko-mawar-murni-nusantara-sejahtera-sehat,117
Tenaga Sehat Jaya Cemerlang Sejahtera Apotik,Jl. Rambutan Tinggi Daerah 73 Kota/Kabupaten BOVEN DIGOEL Provinsi PAPUA,POINT(139.85520948371806 -5.486759854421469),Allison Martinez Johnson,731292/1025759/737122,755418408288,tenaga-sehat-jaya-cemerlang-sejahtera-apotik,49
Apotik Surya Obat Medic Medika Apotik,Jl. Tembok Sejahtera Cluster 10 Kota/Kabupaten BANYUASIN Provinsi SUMATERA SELATAN,POINT(104.24323568308635 -2.7696489985318014),Megan Jackson Martinez,317083/442448/626423,1004121047874,apotik-surya-obat-medic-medika-apotik,821
Harmoni Surya Medical Bahagia Apotek Bersama,Jl. Anjing Tinggi Cluster 15 Kota/Kabupaten KETAPANG Provinsi KALIMANTAN BARAT,POINT(110.75601173648998 -1.4037229842291303),Matt Williams Jackson,1090541/713241/3311019,373781047188,harmoni-surya-medical-bahagia-apotek-bersama,31
Toko Indah Sentorsa Nusantara Apotek Pharma,Jl. Apel Jenius Komplek 99 Kota/Kabupaten PAKPAK BHARAT Provinsi SUMATERA UTARA,POINT(98.33084725773502 2.5797276669526426),John Williams Moore,513090/1061052/161373,428014541162,toko-indah-sentorsa-nusantara-apotek-pharma,287
Surya Makmur Toko Amanah Bersama Apotik,Jl. Gedung Besar Cluster 3 Kota/Kabupaten SINTANG Provinsi KALIMANTAN BARAT,POINT(112.81031749911784 -0.2633858205466417),Michael Clark Smith,311532/227962/143496,8218951010663,surya-makmur-toko-amanah-bersama-apotik,213
Surya Apotik Nusantara Surya Medika Apotik,Jl. Jeruk Sari Daerah 67 Kota/Kabupaten SAMBAS Provinsi KALIMANTAN BARAT,POINT(109.06563847077284 1.2629566766686755),Rachel Parker Miller,3181051/423062/9103543,8171082390009,surya-apotik-nusantara-surya-medika-apotik,209
Sejahtera Jaya Mutiara Obat Medik Bersama,Jl. Pisang Cepat Wilayah 96 Kota/Kabupaten KOTAWARINGIN TIMUR Provinsi KALIMANTAN TENGAH,POINT(112.57444798965936 -2.2796156765151085),Jason Johnson Davis,1063011/10012110/36108100,10610977688051,sejahtera-jaya-mutiara-obat-medik-bersama,105
