Resep Sehat Medic Berkah Jaya Sejahtera,Jl. Ikan Jenius Daerah 56 Kota/Kabupaten MAPPI Provinsi PAPUA,POINT(139.3891570274492 -6.919798971767894),Alex Martinez Brown,118081/820185/3101033,4834148801090,resep-sehat-medic-berkah-jaya-sejahtera,452
Resep Bumi Lestari Berkah Medika Farma,Jl. Ikan Besar Blok 38 Kota/Kabupaten ACEH SELATAN Provinsi ACEH,POINT(97.69118174981912 2.656412734319847),John White Taylor,185612/1035263/3501041,51060105213108,resep-bumi-lestari-berkah-medika-farma,24
Resep Jaya Mutiara Surya Sejahtera Bersama,Jl. Sawah Sari Wilayah 92 Kota/Kabupaten KUTAI KARTANEGARA Provinsi KALIMANTAN TIMUR,POINT(115.57931944421416 1.231060966095754),Emily Parker Thomas,165516/476211/723939,406041687276,resep-jaya-mutiara-surya-sejahtera-bersama,910
Kimia Harmoni Sejahtera Cemerlang Medika Medik,Jl. Jeruk Cepat Komplek 12 Kota/Kabupaten KOTAWARINGIN TIMUR Provinsi KALIMANTAN TENGAH,POINT(112.45922704960448 -1.6632452177563355),Brittany Parker Smith,315816/722124/853575,8090105166888,kimia-harmoni-sejahtera-cemerlang-medika-medik,66
Sentorsa Bakti Lestari Farmasi Pharma Apotik,Jl. Gajah Pendek Cluster 99 Kota/Kabupaten KUTAI TIMUR Provinsi KALIMANTAN TIMUR,POINT(116.62422365406684 1.2318040031636208),Michael Taylor Davis,850516/872548/341001010,379521936830,sentorsa-bakti-lestari-farmasi-pharma-apotik,62
Harmoni Prima Medic Surya Sehat Bersama,Jl. Gunung Cerdas Blok 98 Kota/Kabupaten BINTAN Provinsi KEPULAUAN RIAU,POINT(104.58178381950025 1.0842592489372134),Ashley Carter Jackson,7721101/1024185/335917,845876134004,harmoni-prima-medic-surya-sehat-bersama,584
Tubuh Harmoni Mawar Medic Jaya Farma,Jl. Sirih Sejahtera Blok 23 Kota/Kabupaten MERAUKE Provinsi PAPUA,POINT(139.121198946199 -7.963718751658863),Tom Jones Brown,739146/640210/3016106,881728201107,tubuh-harmoni-mawar-medic-jaya-farma,500
Indah Farmasi Bintang Apotik Pharm Sejahtera,Jl. Sirih Cermat Daerah 64 Kota/Kabupaten SERAM BAGIAN BARAT Provinsi MALUKU,POINT(128.33043447410043 -2.999118524208356),Emily Hill Garcia,1088100/834249/634823,4180101012986,indah-farmasi-bintang-apotik-pharm-sejahtera,855
Indah Lestari Badan Cemerlang Sejahtera Farma,Jl. Ikan Sejahtera Wilayah 43 Kota/Kabupaten PARIGI MOUTONG Provinsi SULAWESI TENGAH,POINT(121.03992260499912 0.6789237352391808),John Brown Thomas,912609/598821/234852,113100101103830,indah-lestari-badan-cemerlang-sejahtera-farma,133
Nusantara Obat Cemerlang Sehat Bersama Sejahtera,Jl. Rambutan Sejahtera Cluster 37 Kota/Kabupaten MERAUKE Provinsi PAPUA,POINT(139.23171691245065 -8.06273183738892),Jessica Thomas Taylor,987861/9129610/5510231,855068741053,nusantara-obat-cemerlang-sehat-bersama-sejahtera,137
Medical Resep Obat Nusantara Jaya Pharm,Jl. Durian Pintar Daerah 57 Kota/Kabupaten KOTA BANDUNG Provinsi JAWA BARAT,POINT(107.69107921278494 -6.918926389097114),David Jones Williams,10111050/362766/5336710,1093847604410,medical-resep-obat-nusantara-jaya-pharm,403
Mawar Lestari Harmoni Obat Jaya Sehat,Jl. Duku Indah Cluster 48 Kota/Kabupaten TABANAN Provinsi BALI,POINT(114.98292449447084 -8.425095128939788),Mark Roberts Anderson,327156/394022/955131,5998781091410,mawar-lestari-harmoni-obat-jaya-sehat,236
Bahagia Toko Indah Medic Apotek Jaya,Jl. Kuda Kecil Cluster 2 Kota/Kabupaten MOROWALI UTARA Provinsi SULAWESI TENGAH,POINT(121.0569495542249 -1.6174448937099637),Mark Smith Davis,1894106/2053710/660233,5010164104058,bahagia-toko-indah-medic-apotek-jaya,469
Surya Surya Nusantara Medic Sehat Pharm,Jl. Anjing Sari Daerah 42 Kota/Kabupaten MALINAU Provinsi KALIMANTAN UTARA,POINT(115.41012884973682 1.4042374795381658),Ashley Thomas Davis,115152/512864/733635,4816101070148,surya-surya-nusantara-medic-sehat-pharm,351
Resep Medic Kimia Sejahtera Farma Bersama,Jl. Kucing Sejahtera Cluster 60 Kota/Kabupaten WAROPEN Provinsi PAPUA,POINT(136.3476058540238 -2.4117833335602548),Megan Anderson Garcia,6100616/1071028/10104753,870032271584,resep-medic-kimia-sejahtera-farma-bersama,290
Bakti Tenaga Indah Tubuh Jaya Pharm,Jl. Sawah Kecil Wilayah 64 Kota/Kabupaten SARMI Provinsi PAPUA,POINT(138.63038746210566 -1.8372389166998653),Brittany Harris Robinson,801285/417258/630338,2008310189471,bakti-tenaga-indah-tubuh-jaya-pharm,151
Bakti Farmasi Prima Resep Medika Pharm,Jl. Mangga Kecil Daerah 47 Kota/Kabupaten MALINAU Provinsi KALIMANTAN UTARA,POINT(116.17180205903723 1.9911533891587376),Rachel Carter White,264510/297471/393883,901671586537,bakti-farmasi-prima-resep-medika-pharm,696
Cemerlang Surya Mutiara Bintang Sejahtera Medik,Jl. Ikan Cerdas Daerah 1 Kota/Kabupaten GUNUNGKIDUL Provinsi DAERAH ISTIMEWA YOGYAKARTA,POINT(110.3867926639173 -7.98152029512843),Alex Brown Wilson,8105971/239325/697378,8149802910482,cemerlang-surya-mutiara-bintang-sejahtera-medik,362
Bintang Indah Cemerlang Murni Apotik Medika,Jl. Sawah Pendek Wilayah 48 Kota/Kabupaten LAMPUNG TIMUR Provinsi LAMPUNG,POINT(105.44067600509749 -5.037616080638689),Katie Jones Smith,511227/1023189/359715,721051687890,bintang-indah-cemerlang-murni-apotik-medika,40
Kimia Nusantara Mutiara Farmasi Sejahtera Apotek,Jl. Kebun Kecil Daerah 39 Kota/Kabupaten SORONG Provinsi PAPUA BARAT,POINT(131.2393610461484 -1.2837804401997488),Jessica Lewis Davis,223155/1206105/6631090,797186885200,kimia-nusantara-mutiara-farmasi-sejahtera-apotek,842
Bumi Medical Medic Sehat Bersama Sejahtera,Jl. Kota Kecil Komplek 37 Kota/Kabupaten KEPAHIANG Provinsi BENGKULU,POINT(102.60049929754696 -3.53059560093358),Lauren White Jones,501467/822476/155543,897805807519,bumi-medical-medic-sehat-bersama-sejahtera,76
Harmoni Sentorsa Nusantara Mawar Bersama Farma,Jl. Sawah Sejahtera Cluster 29 Kota/Kabupaten KUTAI TIMUR Provinsi KALIMANTAN TIMUR,POINT(117.051143643891 0.5767424024750181),Steve Parker Robinson,617118/253687/633938,942918107279,harmoni-sentorsa-nusantara-mawar-bersama-farma,70
Resep Mutiara Kimia Sejahtera Sejahtera Medika,Jl. Kebun Indah Cluster 87 Kota/Kabupaten CIREBON Provinsi JAWA BARAT,POINT(108.47570461820192 -6.764715822895593),John Nelson Miller,1063512/6109259/229530,162342518108,resep-mutiara-kimia-sejahtera-sejahtera-medika,61
Badan Jaya Farmasi Resep Pharma Sejahtera,Jl. Gajah Cepat Wilayah 64 Kota/Kabupaten FAKFAK Provinsi PAPUA BARAT,POINT(132.50559843350143 -2.801099817785598),Alex Johnson Davis,9901106/6102248/339435,1781046563390,badan-jaya-farmasi-resep-pharma-sejahtera,163
Harmoni Murni Apotik Medic Medika Sejahtera,Jl. Ikan Besar Daerah 1 Kota/Kabupaten MAHAKAM ULU Provinsi KALIMANTAN TIMUR,POINT(114.1428199574215 1.1929926399388275),Jason Smith Robinson,982100/601032/376894,851480789022,harmoni-murni-apotik-medic-medika-sejahtera,214
Terang Sentorsa Indah Sejahtera Apotek Apotik,Jl. Gedung Cerah Cluster 29 Kota/Kabupaten KERINCI Provinsi JAMBI,POINT(101.63566513415913 -1.9141509358172293),Alex Thomas Williams,241546/6112310/455513,21010889016811,terang-sentorsa-indah-sejahtera-apotek-apotik,495
Sentorsa Surya Bintang Harmoni Apotik Medik,Jl. Kota Tinggi Komplek 75 Kota/Kabupaten OGAN KOMERING ULU Provinsi SUMATERA SELATAN,POINT(104.18611886811534 -4.106063875079283),Brittany Parker Harris,679318/822757/930039,8319027110778,sentorsa-surya-bintang-harmoni-apotik-medik,131
Terang Makmur Bakti Murni Medika Farma,Jl. Gedung Pendek Daerah 40 Kota/Kabupaten NABIRE Provinsi PAPUA,POINT(135.97792122013146 -3.365159960067343),Sarah Adams Thomas,781062/113298/11002103,475810393261,terang-makmur-bakti-murni-medika-farma,558
Harmoni Indah Bahagia Cemerlang Farma Sehat,Jl. Gunung Cermat Wilayah 96 Kota/Kabupaten BARITO TIMUR Provinsi KALIMANTAN TENGAH,POINT(115.24047632316405 -2.159659468793919),Tom Thomas Thompson,821481/532370/3180107,7900161515108,harmoni-indah-bahagia-cemerlang-farma-sehat,371
Mawar Bintang Tubuh Obat Sejahtera Farma,Jl. Gajah Pintar Wilayah 26 Kota/Kabupaten KUTAI KARTANEGARA Provinsi KALIMANTAN TIMUR,POINT(115.80597834157736 1.044047454658422),Matt Roberts Harris,992010/1028573/833303,501306811753,mawar-bintang-tubuh-obat-sejahtera-farma,100
Prima Sentorsa Kimia Sehat Jaya Medik,Jl. Anjing Cermat Wilayah 99 Kota/Kabupaten TIMOR TENGAH UTARA Provinsi NUSA TENGGARA TIMUR,POINT(124.48585301132368 -9.521196975148731),Steve Johnson Jackson,213849/886721/6103647,1688010515942,prima-sentorsa-kimia-sehat-jaya-medik,53
Apotik Harmoni Prima Obat Sejahtera Medik,Jl. Tembok Cermat Blok 43 Kota/Kabupaten KUTAI TIMUR Provinsi KALIMANTAN TIMUR,POINT(117.48106560825464 0.4511088743007505),David Martinez Miller,561185/922799/723593,873047770157,apotik-harmoni-prima-obat-sejahtera-medik,520
Surya Indah Sentorsa Kimia Apotek Bersama,Jl. Gajah Cerdas Wilayah 19 Kota/Kabupaten GUNUNG MAS Provinsi KALIMANTAN TENGAH,POINT(113.7329702217261 -0.9158984557542738),Jessica Johnson Anderson,156001/692206/9104134,10434110166008,surya-indah-sentorsa-kimia-apotek-bersama,388
Prima Toko Tubuh Bintang Sehat Pharm,Jl. Gajah Cerdas Komplek 50 Kota/Kabupaten KOTA TIDORE KEPULAUAN Provinsi MALUKU UTARA,POINT(127.57565272092194 0.5133611263481672),David Harris Taylor,185674/247213/643543,6108618040216,prima-toko-tubuh-bintang-sehat-pharm,319
Murni Amanah Sentorsa Medic Sejahtera Medik,Jl. Ikan Pendek Blok 40 Kota/Kabupaten MUSI RAWAS UTARA Provinsi SUMATERA SELATAN,POINT(102.22140951023752 -2.767686870989632),Allison Jones Miller,4101039/9001082/636799,8570186010606,murni-amanah-sentorsa-medic-sejahtera-medik,35
Cemerlang Apotik Jaya Tubuh Jaya Apotik,Jl. Tembok Kecil Wilayah 12 Kota/Kabupaten MUSI BANYUASIN Provinsi SUMATERA SELATAN,POINT(103.59230110252852 -2.712401076403536),Emily Williams Garcia,165574/148263/4381039,833834371007,cemerlang-apotik-jaya-tubuh-jaya-apotik,257
Amanah Sentorsa Murni Bumi Medik Sejahtera,Jl. Gunung Pendek Wilayah 78 Kota/Kabupaten ENDE Provinsi NUSA TENGGARA TIMUR,POINT(121.97607965582284 -8.813006022649558),Sarah Johnson Robinson,419584/2106592/1035396,200515808152,amanah-sentorsa-murni-bumi-medik-sejahtera,769
Toko Mawar Surya Prima Bersama Farma,Jl. Sawah Sejahtera Cluster 78 Kota/Kabupaten KUPANG Provinsi NUSA TENGGARA TIMUR,POINT(123.80180660951568 -10.004349148104511),Tom Clark Jones,651311/2109264/2531000,131387087009,toko-mawar-surya-prima-bersama-farma,228
Harmoni Obat Sentorsa Jaya Pharma Sehat,Jl. Kota Cerdas Blok 37 Kota/Kabupaten PASAMAN Provinsi SUMATERA BARAT,POINT(100.29456381584298 0.3677194796474889),Jason Martinez Harris,151671/979213/236271,286641814505,harmoni-obat-sentorsa-jaya-pharma-sehat,115
Jaya Badan Apotik Resep Farma Sejahtera,Jl. Jeruk Tinggi Wilayah 64 Kota/Kabupaten TEGAL Provinsi JAWA TENGAH,POINT(109.0311395048346 -7.047293887549683),Alex Williams Davis,413311/755024/417310,308211723072,jaya-badan-apotik-resep-farma-sejahtera,508
Prima Jaya Sehat Tenaga Medik Sejahtera,Jl. Ikan Sari Cluster 45 Kota/Kabupaten MALINAU Provinsi KALIMANTAN UTARA,POINT(114.91013411560716 1.4499259092121957),Mark Brown Smith,1017101/281574/9110213,1006352833109,prima-jaya-sehat-tenaga-medik-sejahtera,726
Apotik Mawar Indah Nusantara Sejahtera Apotek,Jl. Gajah Cepat Daerah 4 Kota/Kabupaten KAPUAS HULU Provinsi KALIMANTAN BARAT,POINT(112.05310755935466 0.9373590815980536),Lauren Jackson Williams,198168/779243/485390,4986010101101,apotik-mawar-indah-nusantara-sejahtera-apotek,92
Berkah Cemerlang Tubuh Lestari Farma Sejahtera,Jl. Kucing Pendek Cluster 42 Kota/Kabupaten SUMBAWA Provinsi NUSA TENGGARA BARAT,POINT(117.3704432128982 -8.692578556879134),Ashley Brown Robinson,831057/8832103/4110370,100101004168858,berkah-cemerlang-tubuh-lestari-farma-sejahtera,170
Lestari Prima Apotik Tenaga Pharm Medik,Jl. Jeruk Cermat Wilayah 75 Kota/Kabupaten KETAPANG Provinsi KALIMANTAN BARAT,POINT(110.31292643046238 -1.7371826000234236),Lauren Johnson Thomas,410154/438232/330025,606044840014,lestari-prima-apotik-tenaga-pharm-medik,23
Amanah Medical Jaya Kimia Farma Apotik,Jl. Duku Cepat Komplek 29 Kota/Kabupaten OGAN KOMERING ULU TIMUR Provinsi SUMATERA SELATAN,POINT(104.73766512056244 -4.2146743487322045),Sarah Jackson Johnson,641230/325025/314238,180708694008,amanah-medical-jaya-kimia-farma-apotik,393
Surya Prima Makmur Bahagia Medika Medik,Jl. Gunung Cermat Wilayah 55 Kota/Kabupaten KETAPANG Provinsi KALIMANTAN BARAT,POINT(110.2877634514446 -2.9283320520912035),Ashley Taylor White,840156/526167/317798,860290175304,surya-prima-makmur-bahagia-medika-medik,378
Badan Bumi Mutiara Sejahtera Apotik Sejahtera,Jl. Anjing Pintar Komplek 67 Kota/Kabupaten MALUKU TENGAH Provinsi MALUKU,POINT(129.7118290060386 -3.158899432009181),David Lewis Jones,440310/228084/787395,170110231187,badan-bumi-mutiara-sejahtera-apotik-sejahtera,151
