Sejahtera Medical Cemerlang Kimia Sehat Farma,Jl. Tembok Cermat Wilayah 54 Kota/Kabupaten TOLITOLI Provinsi SULAWESI TENGAH,POINT(120.63636510252611 0.7246272834598493),Tom Anderson Moore,644416/5220109/434263,503685142473,sejahtera-medical-cemerlang-kimia-sehat-farma,60
Indah Murni Lestari Mawar Apotik Jaya,Jl. Mangga Besar Komplek 64 Kota/Kabupaten MALINAU Provinsi KALIMANTAN UTARA,POINT(115.68452956057152 1.964681008616248),Brittany Nelson Miller,1054153/625009/933248,18712101087790,indah-murni-lestari-mawar-apotik-jaya,355
Mawar Terang Tubuh Kimia Apotek Sejahtera,Jl. Kebun Jenius Daerah 77 Kota/Kabupaten PANIAI Provinsi PAPUA,POINT(137.06283043781673 -3.929093603134071),Lauren Martinez Jackson,107102/527974/1131095,8851110680143,mawar-terang-tubuh-kimia-apotek-sejahtera,648
Amanah Medic Tubuh Prima Bersama Apotek,Jl. Gajah Kecil Blok 99 Kota/Kabupaten KAPUAS Provinsi KALIMANTAN TENGAH,POINT(114.07562522847392 -1.9531736729263915),Jason Smith Harris,196972/429000/778838,1089473537100,amanah-medic-tubuh-prima-bersama-apotek,442
Indah Harmoni Farmasi Mutiara Bersama Sejahtera,Jl. Pisang Besar Blok 18 Kota/Kabupaten SIKKA Provinsi NUSA TENGGARA TIMUR,POINT(122.15752784871722 -8.578729157745169),Mark Adams Garcia,356017/10210168/3103506,808394648111,indah-harmoni-farmasi-mutiara-bersama-sejahtera,611
Obat Tubuh Terang Makmur Sehat Pharm,Jl. Kucing Kecil Komplek 51 Kota/Kabupaten KATINGAN Provinsi KALIMANTAN TENGAH,POINT(112.77066745051292 -0.9802048495131928),Rachel Taylor Miller,257511/270242/830468,160113785810,obat-tubuh-terang-makmur-sehat-pharm,308
Jaya Cemerlang Lestari Jaya Medika Pharm,Jl. Sirih Tinggi Cluster 76 Kota/Kabupaten KAPUAS HULU Provinsi KALIMANTAN BARAT,POINT(111.73164946342476 0.5302346431710205),Tom Williams Miller,1051045/768529/309057,668059130126,jaya-cemerlang-lestari-jaya-medika-pharm,355
Sejahtera Surya Medical Surya Bersama Sehat,Jl. Gedung Cerah Wilayah 64 Kota/Kabupaten MELAWI Provinsi KALIMANTAN BARAT,POINT(111.9049290506917 -0.3097231646612233),Steve Harris Wilson,877131/296787/265333,53108100103390,sejahtera-surya-medical-surya-bersama-sehat,282
Sehat Mutiara Tenaga Sejahtera Apotek Pharm,Jl. Kebun Cermat Blok 72 Kota/Kabupaten MIMIKA Provinsi PAPUA,POINT(137.0967143881928 -4.728467256762159),Jason Lewis Brown,1023115/1292100/331087,816338079782,sehat-mutiara-tenaga-sejahtera-apotek-pharm,233
Makmur Lestari Medic Terang Apotik Farma,Jl. Gedung Jenius Wilayah 78 Kota/Kabupaten NDUGA Provinsi PAPUA,POINT(138.12921300891372 -4.1418109094296245),Mark Carter Thompson,1066110/2294510/313501,4120008830104,makmur-lestari-medic-terang-apotik-farma,719
Bintang Jaya Kimia Sejahtera Jaya Sejahtera,Jl. Tembok Tinggi Wilayah 15 Kota/Kabupaten FAKFAK Provinsi PAPUA BARAT,POINT(132.86981147105874 -3.747364652261888),David White Taylor,419755/187268/7100391,3011004894432,bintang-jaya-kimia-sejahtera-jaya-sejahtera,227
Toko Prima Bakti Sejahtera Pharma Bersama,Jl. Gedung Indah Cluster 96 Kota/Kabupaten BOVEN DIGOEL Provinsi PAPUA,POINT(140.87784999793948 -6.177763571988352),Megan Jackson Johnson,10108610/2974106/726367,108100858143010,toko-prima-bakti-sejahtera-pharma-bersama,729
Nusantara Amanah Sejahtera Bumi Sehat Bersama,Jl. Tembok Cepat Blok 10 Kota/Kabupaten BARITO UTARA Provinsi KALIMANTAN TENGAH,POINT(115.51205666582656 -1.3205372365527612),Mark Williams Smith,2110341/744925/669733,789418532670,nusantara-amanah-sejahtera-bumi-sehat-bersama,53
Sehat Cemerlang Terang Apotik Pharma Bersama,Jl. Duku Cerdas Wilayah 90 Kota/Kabupaten ACEH BESAR Provinsi ACEH,POINT(95.49943103265444 5.37658040706417),Rachel Brown Jones,131310/1064502/2103439,413789250535,sehat-cemerlang-terang-apotik-pharma-bersama,81
Lestari Bahagia Apotik Medical Sejahtera Sejahtera,Jl. Duku Jenius Wilayah 2 Kota/Kabupaten PESAWARAN Provinsi LAMPUNG,POINT(104.9789951311865 -5.540886458483944),Megan Lewis Smith,500132/1018922/734130,2168718444010,lestari-bahagia-apotik-medical-sejahtera-sejahtera,288
Kimia Harmoni Tenaga Resep Jaya Medik,Jl. Tembok Tinggi Wilayah 54 Kota/Kabupaten KUTAI BARAT Provinsi KALIMANTAN TIMUR,POINT(115.5737668772017 -0.3835923767363045),David Jones Jackson,710316/2182310/135238,9904761101085,kimia-harmoni-tenaga-resep-jaya-medik,16
Lestari Obat Bumi Sehat Bersama Sejahtera,Jl. Kuda Kecil Cluster 20 Kota/Kabupaten BURU Provinsi MALUKU,POINT(127.0867645192779 -3.478751176424864),David Clark Jackson,841095/10201103/4346106,161075347978,lestari-obat-bumi-sehat-bersama-sejahtera,541
Tenaga Mutiara Berkah Resep Pharm Bersama,Jl. Pisang Tinggi Komplek 17 Kota/Kabupaten MALUKU TENGGARA BARAT Provinsi MALUKU,POINT(131.53278743901507 -7.489765953693739),Katie Hill Robinson,587081/978240/349657,179048812053,tenaga-mutiara-berkah-resep-pharm-bersama,469
Jaya Indah Resep Cemerlang Apotik Pharm,Jl. Apel Cerdas Komplek 73 Kota/Kabupaten OGAN KOMERING ILIR Provinsi SUMATERA SELATAN,POINT(105.1191043722389 -3.9955007333728014),Michael Harris Brown,731892/824026/3301012,610054958924,jaya-indah-resep-cemerlang-apotik-pharm,508
Nusantara Toko Tubuh Bahagia Farma Pharm,Jl. Kebun Cepat Wilayah 25 Kota/Kabupaten PELALAWAN Provinsi RIAU,POINT(102.13812582891804 0.2057942718068179),John Anderson Anderson,916070/699274/321144,919064108685,nusantara-toko-tubuh-bahagia-farma-pharm,250
Jaya Medical Medic Amanah Sehat Farma,Jl. Sawah Pendek Cluster 75 Kota/Kabupaten BANGGAI Provinsi SULAWESI TENGAH,POINT(122.41009287919792 -0.9762776200481637),Brittany Roberts Williams,174978/2832010/569338,28101390710216,jaya-medical-medic-amanah-sehat-farma,458
Sehat Badan Mutiara Bumi Farma Sejahtera,Jl. Rambutan Tinggi Komplek 42 Kota/Kabupaten OGAN KOMERING ILIR Provinsi SUMATERA SELATAN,POINT(105.45865218482388 -2.715540409055708),Alex Thomas Garcia,164414/412512/3862410,30710210081562,sehat-badan-mutiara-bumi-farma-sejahtera,172
Obat Bahagia Medic Kimia Medika Sejahtera,Jl. Sawah Indah Wilayah 6 Kota/Kabupaten TANGGAMUS Provinsi LAMPUNG,POINT(104.64456067194392 -5.465248602010203),Tom Smith Moore,9125810/1103112/536440,703803155036,obat-bahagia-medic-kimia-medika-sejahtera,230
